company,name,year,price_no,kms_no,fuel_type
Skoda,Skoda Superb Style,2017,1650000,61000,Petrol
Volkswagen,Volkswagen Polo 1.2,2016,580000,21300,Petrol
Mahindra,Mahindra Bolero ZLX,2015,520000,110000,Diesel
Toyota,Toyota Urban cruiser,2022,1215000,11400,Petrol
Honda,Honda WR-V Exclusive,2018,700000,30000,Petrol
Hyundai,Hyundai Elantra CRDi,2014,550000,120000,Diesel
Honda,Honda City i,2014,500000,98000,Petrol
Skoda,Skoda Superb 1.8,2010,355000,50000,Petrol
Maruti,Maruti SX4 Zxi,2007,150000,100000,Petrol
Maruti,Maruti Swift Dzire,2013,450000,73000,Petrol
Mitsubishi,Mitsubishi Pajero 2.8,2007,550000,90786,Diesel
Hyundai,Hyundai Venue SX,2020,1048000,14801,Diesel
Maruti,Maruti Alto LXi,2008,110000,70000,Petrol
Maruti,Maruti Wagon R,2017,350000,40000,Petrol
Nissan,Nissan Sunny Diesel,2014,350000,120000,Diesel
Tata,Tata Zest Quadrajet,2016,450000,77000,Diesel
Maruti,Maruti Vitara Brezza,2017,750000,90000,Diesel
Maruti,Maruti Alto LXi,2008,170000,100000,Petrol
Hyundai,Hyundai Verna CRDi,2010,200000,175000,Diesel
Mahindra,Mahindra XUV500 W10,2015,921000,155000,Diesel
Hyundai,Hyundai Verna CRDi,2007,150000,170000,Diesel
Hyundai,Hyundai i20 1.2,2010,300000,70000,Petrol
Hyundai,Hyundai i10 Era,2012,235000,25000,LPG
Tata,Tata Indica GLS,2008,125000,72000,Petrol
Renault,Renault Kiger RXZ,2021,900000,8500,Petrol
Chevrolet,Chevrolet Sail Hatchback,2014,260000,120000,Diesel
Fiat,Fiat Punto 1.3,2014,300000,100000,Diesel
Honda,Honda City ZX,2021,1500000,10000,Petrol
Hyundai,Hyundai i20 Asta,2013,415000,70000,Diesel
Toyota,Toyota Corolla Altis,2015,875000,32000,Petrol
Hyundai,Hyundai Xcent 1.2,2015,450000,70000,Petrol
Honda,Honda City i-DTEC,2017,800000,110000,Diesel
Tata,Tata Indica Xeta,2006,130000,80000,Petrol
Volkswagen,Volkswagen Polo 1.5,2015,450000,90000,Diesel
Honda,Honda Amaze VX,2021,1100000,50000,Diesel
Ford,Ford Figo Petrol,2010,130000,50000,Petrol
Toyota,Toyota Innova 2.5,2005,200000,120000,Diesel
Maruti,Maruti Wagon R,2013,259000,108000,Petrol
Hyundai,Hyundai EON Era,2015,300000,60000,Petrol
Maruti,Maruti Swift VVT,2016,450000,50000,Petrol
Honda,Honda Civic 1.8,2007,140000,110000,Petrol
Hyundai,Hyundai Grand i10,2017,525000,60000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class C,2011,1190000,75000,Diesel
Jaguar,Jaguar XF 2.2,2015,2475000,50000,Diesel
Skoda,Skoda Superb LK,2016,1711000,69000,Petrol
BMW,BMW X1 sDrive20d,2011,1170000,135000,Diesel
Mercedes-Benz,Mercedes-Benz CLA 200,2018,2800000,24000,Diesel
Mercedes-Benz,Mercedes-Benz S-Class S,2011,1875000,72000,Petrol
Hyundai,Hyundai Santa Fe,2012,775000,126000,Diesel
BMW,BMW 3 Series,2020,4400000,14000,Diesel
BMW,BMW 3 Series,2015,1850000,61000,Diesel
Honda,Honda Civic 1.8,2008,250000,60000,Petrol
Tata,Tata Tiago 1.2,2019,500000,5000,Petrol
Renault,Renault KWID 1.0,2020,380000,25000,Petrol
Toyota,Toyota Corolla Altis,2015,950000,50000,Petrol
Hyundai,Hyundai i20 Sportz,2013,500000,60000,Diesel
Mercedes-Benz,Mercedes-Benz GLA Class,2020,3300000,15000,Petrol
Skoda,Skoda Octavia Ambiente,2009,345000,96000,Diesel
Maruti,Maruti Alto LXi,2007,139000,120000,Petrol
Honda,Honda City i,2016,711000,70000,Petrol
Tata,Tata Nexon 1.2,2019,799000,22045,Petrol
Maruti,Maruti Swift Dzire,2011,240000,110000,Petrol
Nissan,Nissan Micra Diesel,2012,285000,70000,Diesel
Toyota,Toyota Innova 2.5,2011,640000,141292,Diesel
Maruti,Maruti Zen Estilo,2010,190000,93313,Petrol
Maruti,Maruti Swift Dzire,2018,700000,20798,Petrol
Maruti,Maruti Wagon R,2015,390000,91849,Cng
Maruti,Maruti Baleno 1.2,2019,625000,15758,Petrol
Hyundai,Hyundai i20 1.2,2010,250000,80000,Petrol
Ford,Ford Ecosport 1.5,2013,545000,121000,Diesel
Honda,Honda City i,2015,610000,83114,Petrol
Honda,Honda City i,2015,595000,76357,Petrol
Maruti,Maruti Ciaz Alpha,2020,960000,10000,Petrol
Maruti,Maruti Wagon R,2007,105000,90000,Petrol
Maruti,Maruti Ciaz ZXi,2017,630000,50000,Petrol
Maruti,Maruti Eeco CNG,2017,450000,40000,Cng
Honda,Honda Jazz 1.5,2016,550000,110000,Diesel
Maruti,Maruti Baleno 1.2,2017,640000,25000,Petrol
Tata,Tata Tigor 1.05,2017,450000,120000,Diesel
Hyundai,Hyundai EON LPG,2014,261000,120000,LPG
Hyundai,Hyundai Verna 1.6,2013,434999,100000,Diesel
Hyundai,Hyundai i20 Asta,2019,740000,110000,Diesel
Tata,Tata Tigor XZ,2019,570000,40000,Petrol
Maruti,Maruti Alto 800,2015,290000,80000,Petrol
Maruti,Maruti Wagon R,2013,315000,100000,Cng
Mahindra,Mahindra Bolero ZLX,2015,625000,50000,Diesel
Mercedes-Benz,Mercedes-Benz S-Class 320,2007,950000,87000,Diesel
Tata,Tata Manza Aura,2010,190000,110000,Diesel
Honda,Honda Accord 2.4,2010,425000,64000,Petrol
Tata,Tata Indica Terra,2010,200000,77000,Diesel
Honda,Honda City EXi,2007,140000,110000,Petrol
Volkswagen,Volkswagen Vento Diesel,2011,280000,100000,Diesel
Tata,Tata Indigo GLX,2004,100000,50000,Petrol
Hyundai,Hyundai i10 Era,2013,295000,62000,Petrol
Toyota,Toyota Qualis FS,2002,170000,120000,Diesel
Hyundai,Hyundai Xcent Prime,2018,409999,120000,Cng
Maruti,Maruti Wagon R,2016,360000,90000,Petrol
Maruti,Maruti Swift VDI,2013,400000,80000,Diesel
Maruti,Maruti SX4 Vxi,2007,170000,120000,Petrol
Datsun,Datsun RediGO AMT,2018,310000,15000,Petrol
Skoda,Skoda Superb LK,2017,1700000,80000,Petrol
BMW,BMW 3 Series,2011,500000,90000,Diesel
Maruti,Maruti Super Carry,2021,580000,10000,Cng
Honda,Honda WR-V i-DTEC,2017,650000,70000,Diesel
Honda,Honda CR-V AT,2008,350000,100000,Petrol
Mahindra,Mahindra XUV500 W8,2012,550000,160000,Diesel
Maruti,Maruti Wagon R,2014,340000,48000,Petrol
Chevrolet,Chevrolet Cruze LTZ,2011,310000,90000,Diesel
Datsun,Datsun GO A,2016,250000,50000,Petrol
Mahindra,Mahindra Supro VX,2017,350000,30000,Diesel
Maruti,Maruti Wagon R,2018,390000,35000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class C,2010,649000,70000,Diesel
Mercedes-Benz,Mercedes-Benz E-Class E270,2006,685000,69146,Diesel
Audi,Audi Q5 3.0,2016,2900000,67000,Diesel
Honda,Honda Jazz 1.5,2016,545000,99452,Diesel
Ford,Ford Figo Titanium,2020,550000,28330,Petrol
Maruti,Maruti Baleno RS,2017,615000,50960,Petrol
Kia,Kia Seltos HTX,2021,1420000,13575,Petrol
Maruti,Maruti Swift Dzire,2008,190000,85000,Petrol
Maruti,Maruti Wagon R,2012,265000,85000,Petrol
Volkswagen,Volkswagen Virtus Topline,2022,1700000,7020,Petrol
Volkswagen,Volkswagen Virtus Highline,2022,1500000,3638,Petrol
Volkswagen,Volkswagen Virtus Topline,2022,1525000,4792,Petrol
Volkswagen,Volkswagen Virtus GT,2022,1925000,11193,Petrol
Jeep,Jeep Compass 2.0,2017,1113000,67008,Diesel
Hyundai,Hyundai i10 Sportz,2010,245000,81000,Petrol
Toyota,Toyota Etios VD,2011,330000,80000,Diesel
Maruti,Maruti Baleno 1.2,2016,535000,17000,Petrol
Honda,Honda Amaze V,2019,795000,22000,Petrol
Hyundai,Hyundai Aura S,2021,750000,31000,Cng
Tata,Tata Nano CNG,2015,170000,72000,Cng
Hyundai,Hyundai Grand i10,2017,520000,68000,Petrol
Hyundai,Hyundai EON Sportz,2017,320000,32935,Petrol
Hyundai,Hyundai Grand i10,2018,570000,16000,Petrol
Honda,Honda Brio S,2013,330000,72224,Petrol
Hyundai,Hyundai EON 1.0,2017,295000,35667,Petrol
Tata,Tata Zest Revotron,2015,375000,58602,Petrol
Hyundai,Hyundai i10 Magna,2012,245000,40102,Petrol
Hyundai,Hyundai Grand i10,2017,495000,70518,Petrol
Hyundai,Hyundai i20 Sportz,2013,341000,133876,Petrol
Renault,Renault Triber RXT,2020,811000,7309,Petrol
Renault,Renault Duster 110PS,2015,536000,209362,Diesel
Honda,Honda City 1.5,2010,298000,105685,Petrol
Hyundai,Hyundai Santro Xing,2008,113999,58415,Petrol
Honda,Honda City 1.5,2010,285000,69411,Petrol
Honda,Honda WR-V i-VTEC,2017,715000,31356,Petrol
Maruti,Maruti A-Star Zxi,2009,158000,112640,Petrol
Kia,Kia Seltos GTX,2020,1828000,49289,Diesel
Hyundai,Hyundai Verna Transform,2010,166000,86208,Petrol
Honda,Honda City i,2016,694000,40530,Petrol
Maruti,Maruti Ciaz ZXi,2016,649000,44877,Petrol
Maruti,Maruti Alto K10,2018,316000,92170,Cng
Maruti,Maruti Swift ZXI,2008,183000,94301,Petrol
Hyundai,Hyundai Xcent 1.2,2018,528000,5140,Petrol
Mahindra,Mahindra Ssangyong Rexton,2013,530000,86261,Diesel
Honda,Honda Jazz 1.5,2015,380000,240521,Diesel
Honda,Honda CR-V 2.0L,2016,1550000,74000,Petrol
BMW,BMW 5 Series,2017,3656000,33000,Diesel
Tata,Tata Nexon EV,2021,1595000,19900,Electric
Volkswagen,Volkswagen Vento Diesel,2011,275000,105014,Diesel
Renault,Renault Triber RXZ,2021,800000,27174,Petrol
Maruti,Maruti Wagon R,2016,364000,68671,Petrol
Toyota,Toyota Fortuner 2.8,2019,3750000,100000,Diesel
Ford,Ford Ecosport 1.5,2015,675000,78452,Diesel
Maruti,Maruti Swift Dzire,2014,449000,51200,Petrol
Hyundai,Hyundai Creta 1.6,2015,890000,138314,Diesel
Jaguar,Jaguar F-Pace Prestige,2016,4200000,66614,Diesel
Toyota,Toyota Innova Crysta,2017,2250000,117000,Diesel
Mercedes-Benz,Mercedes-Benz C-Class Progressive,2020,3900000,24000,Diesel
Maruti,Maruti Swift DDiS,2016,630000,135000,Diesel
Mahindra,Mahindra Thar LX,2022,1880000,4595,Diesel
Maruti,Maruti Alto 800,2017,350000,58503,Petrol
Audi,Audi A3 35,2020,2580000,39000,Diesel
Ford,Ford Ecosport 1.5,2017,690000,71000,Diesel
Maruti,Maruti Ertiga VDI,2012,650000,79369,Diesel
Maruti,Maruti Ertiga ZXI,2015,550000,100000,Petrol
Renault,Renault KWID Climber,2021,500000,10000,Petrol
Maruti,Maruti Wagon R,2018,525000,22000,Petrol
Maruti,Maruti Alto 800,2018,380000,21321,Petrol
MG,MG Astor Sharp,2022,1750000,8826,Petrol
Honda,Honda CR-V 2.0L,2018,2350000,14000,Petrol
Hyundai,Hyundai i10 Sportz,2014,400000,20000,Petrol
Maruti,Maruti Ignis 1.2,2017,547000,40000,Petrol
Hyundai,Hyundai i20 Sportz,2017,650000,25000,Petrol
Datsun,Datsun GO T,2019,420000,30000,Petrol
Mahindra,Mahindra XUV500 W8,2013,750000,98725,Diesel
Maruti,Maruti Alto K10,2012,265000,59632,Petrol
Hyundai,Hyundai Creta 1.6,2018,1500000,71230,Diesel
Maruti,Maruti Swift VDI,2014,500000,50000,Diesel
Hyundai,Hyundai Creta 1.6,2015,980000,117302,Diesel
Maruti,Maruti Swift VXI,2013,434999,78318,Petrol
Maruti,Maruti Swift Dzire,2013,470000,98836,Diesel
Maruti,Maruti Vitara Brezza,2019,1050000,88235,Diesel
Volkswagen,Volkswagen Vento Diesel,2013,380000,120000,Diesel
Maruti,Maruti Swift VDI,2012,400000,110000,Diesel
Hyundai,Hyundai Creta 1.6,2018,1250000,84738,Diesel
Maruti,Maruti Alto LX,2007,150000,60000,Petrol
Maruti,Maruti Baleno 1.2,2017,650000,38238,Petrol
Volkswagen,Volkswagen Vento 1.5,2016,725000,114996,Diesel
Mahindra,Mahindra XUV500 W8,2016,1090000,68269,Diesel
Tata,Tata Altroz XZ,2020,850000,15000,Petrol
Volkswagen,Volkswagen Polo 1.5,2015,525000,101000,Diesel
Maruti,Maruti Swift Dzire,2013,509999,90000,Diesel
Skoda,Skoda Rapid 1.6,2012,360000,103000,Diesel
Ford,Ford Ikon 1.3,2005,125000,66000,Petrol
Maruti,Maruti Ciaz VXi,2014,675000,90623,Petrol
Hyundai,Hyundai Verna CRDi,2008,229999,100000,Diesel
Toyota,Toyota Innova Crysta,2019,2730000,71000,Diesel
Maruti,Maruti Swift Dzire,2017,670000,70000,Diesel
Tata,Tata Aria Pure,2012,620000,38431,Diesel
Honda,Honda Amaze VX,2018,665000,110000,Diesel
Maruti,Maruti Swift VDI,2013,450000,110000,Diesel
Toyota,Toyota Fortuner 3.0,2011,1250000,249535,Diesel
Honda,Honda Amaze S,2018,680000,59858,Petrol
Volkswagen,Volkswagen Polo 1.5,2013,450000,89506,Diesel
Mahindra,Mahindra XUV500 W8,2016,1150000,76365,Diesel
Hyundai,Hyundai Xcent 1.2,2014,450000,120000,Petrol
Chevrolet,Chevrolet Beat LS,2011,110000,35000,Petrol
Honda,Honda City i-VTEC,2018,1150000,25000,Petrol
Tata,Tata Indigo LX,2015,239000,81000,Diesel
Honda,Honda Amaze VX,2019,750000,98328,Petrol
Hyundai,Hyundai Elantra 1.6,2016,1200000,50000,Diesel
Hyundai,Hyundai i20 Active,2017,785000,52548,Petrol
Volkswagen,Volkswagen Jetta 2.0,2010,218000,80000,Diesel
Honda,Honda City GXi,2007,250000,50000,Petrol
MG,MG Astor Sharp,2022,1600000,10000,Petrol
Tata,Tata Altroz XZ,2020,800000,60000,Petrol
Hyundai,Hyundai i20 Sportz,2020,752000,15000,Petrol
Hyundai,Hyundai Xcent 1.1,2016,450000,100000,Diesel
Hyundai,Hyundai Creta 1.6,2018,1280000,27726,Petrol
Ford,Ford Figo Diesel,2012,210000,180000,Diesel
Maruti,Maruti SX4 ZXI,2009,250000,40000,Petrol
Mahindra,Mahindra XUV500 W10,2016,1350000,80252,Diesel
Maruti,Maruti Swift Dzire,2014,420000,90000,Petrol
Maruti,Maruti Wagon R,2006,130000,75000,Petrol
Mahindra,Mahindra Scorpio VLX,2010,550000,120000,Diesel
Maruti,Maruti Alto K10,2019,425000,57988,Petrol
Honda,Honda City i,2014,610000,85000,Diesel
Maruti,Maruti Wagon R,2017,430000,62000,Petrol
Maruti,Maruti Eeco 5,2019,500000,63000,Petrol
Hyundai,Hyundai i10 Sportz,2011,390000,65000,Petrol
Mahindra,Mahindra Bolero B6,2020,850000,65000,Diesel
Hyundai,Hyundai Creta 1.6,2017,1120000,99000,Diesel
Mahindra,Mahindra TUV 300,2017,700000,80000,Diesel
Hyundai,Hyundai Aura SX,2021,786000,5000,Petrol
Tata,Tata Indica Aqua,2010,100000,110000,Diesel
Renault,Renault Duster 110PS,2012,400000,142366,Diesel
Mahindra,Mahindra Xylo D2,2015,250000,170000,Diesel
Nissan,Nissan Micra Active,2017,409999,54000,Petrol
Maruti,Maruti Alto 800,2020,350000,15000,Petrol
Honda,Honda City VX,2021,1100000,42550,Petrol
Tata,Tata Bolt Revotron,2018,380000,110000,Petrol
Hyundai,Hyundai Santro Xing,2007,149000,70000,Petrol
Hyundai,Hyundai Santro Xing,2004,165000,90000,Petrol
Hyundai,Hyundai Creta 1.6,2019,1600000,50540,Diesel
Maruti,Maruti Baleno Zeta,2020,750000,35000,Petrol
Datsun,Datsun RediGO S,2017,250000,30000,Petrol
Hyundai,Hyundai i20 Asta,2010,300000,90000,Diesel
Hyundai,Hyundai Grand i10,2020,630000,25000,Petrol
Honda,Honda Jazz 1.2,2015,380000,100000,Petrol
Maruti,Maruti SX4 Vxi,2008,254999,90000,Petrol
Hyundai,Hyundai Verna VTVT,2019,1180000,33783,Petrol
Maruti,Maruti Celerio ZXI,2016,400000,50000,Petrol
Honda,Honda Amaze VX,2019,720000,30000,Petrol
Maruti,Maruti Celerio ZXI,2019,490000,50000,Petrol
Datsun,Datsun GO T,2017,325000,25000,Petrol
Hyundai,Hyundai i20 Magna,2019,595000,40000,Petrol
Ford,Ford Ecosport 1.5,2018,835000,68414,Diesel
Volkswagen,Volkswagen Vento 1.5,2016,735000,91777,Diesel
Skoda,Skoda Rapid 1.6,2011,395000,79399,Diesel
Maruti,Maruti Vitara Brezza,2018,1080000,70683,Diesel
Hyundai,Hyundai EON Sportz,2015,325000,37820,Petrol
Nissan,Nissan Micra Active,2017,475000,25943,Petrol
Skoda,Skoda Rapid 1.5,2014,520000,63470,Diesel
Maruti,Maruti Swift Dzire,2017,750000,56500,Diesel
Maruti,Maruti Celerio ZXI,2018,580000,46364,Petrol
Maruti,Maruti Swift VDI,2016,630000,138571,Diesel
Tata,Tata Nexon 1.2,2020,1030000,15000,Petrol
Hyundai,Hyundai Santro Xing,2009,259000,44357,Petrol
Maruti,Maruti Wagon R,2020,550000,20000,Petrol
Volkswagen,Volkswagen Polo 1.5,2014,530000,60152,Diesel
Ford,Ford Freestyle Titanium,2020,700000,10000,Petrol
Mahindra,Mahindra XUV500 R,2017,1350000,25000,Diesel
Maruti,Maruti Celerio ZXI,2018,450000,50000,Petrol
Maruti,Maruti Vitara Brezza,2018,975000,44599,Diesel
Toyota,Toyota Innova 2.5,2013,760000,289000,Diesel
Honda,Honda City GXi,2007,250000,80000,Petrol
Hyundai,Hyundai Santro Xing,2007,165000,120000,Petrol
Kia,Kia Seltos GTX,2020,1550000,60000,Petrol
Honda,Honda Amaze S,2014,325000,60000,Petrol
Hyundai,Hyundai i20 Active,2015,550000,70000,Petrol
Maruti,Maruti Vitara Brezza,2017,680000,90000,Diesel
Mahindra,Mahindra Scorpio 2.6,2006,240000,156000,Diesel
Maruti,Maruti Wagon R,2014,350000,35000,Petrol
Mahindra,Mahindra XUV300 W8,2020,1350000,78000,Diesel
Skoda,Skoda Rapid 1.6,2017,760000,40000,Petrol
Hyundai,Hyundai Santro Xing,2005,140000,40000,Petrol
Kia,Kia Sonet 1.5,2021,1100000,25000,Diesel
Maruti,Maruti Baleno Zeta,2019,700000,80000,Petrol
Maruti,Maruti Alto LXi,2008,120000,77450,Petrol
Volkswagen,Volkswagen Vento 1.5,2015,509999,170000,Diesel
Hyundai,Hyundai Grand i10,2020,710000,15000,Petrol
Skoda,Skoda Octavia L,2005,150000,132000,Diesel
Maruti,Maruti 800 Std,2006,125000,58000,Petrol
Maruti,Maruti SX4 Vxi,2011,250000,60000,Petrol
Honda,Honda City i,2016,650000,40000,Petrol
Mercedes-Benz,Mercedes-Benz C-Class 180,2004,350000,80000,Petrol
Ford,Ford Freestyle Trend,2018,545000,70000,Diesel
Maruti,Maruti Swift VDI,2011,385000,55726,Diesel
Maruti,Maruti Vitara Brezza,2019,1150000,92916,Diesel
Toyota,Toyota Innova 2.5,2005,350000,120000,Diesel
Maruti,Maruti Swift Dzire,2011,280000,120000,Diesel
Nissan,Nissan Micra Diesel,2015,395000,110000,Diesel
Maruti,Maruti Swift VXI,2013,350000,90000,Petrol
Chevrolet,Chevrolet Spark 1.0,2009,120000,120000,LPG
MG,MG Hector Plus,2022,2150000,8000,Diesel
Renault,Renault Duster 85PS,2015,595000,70000,Diesel
Skoda,Skoda Kodiaq 2.0,2019,3260000,60400,Diesel
Mahindra,Mahindra TUV 300,2020,1130000,69824,Diesel
Tata,Tata Tiago 1.2,2016,459999,40000,Petrol
Renault,Renault Koleos 2.0,2012,500000,121000,Diesel
Tata,Tata Indigo GLX,2010,140000,40000,Petrol
Volkswagen,Volkswagen Jetta 2.0L,2016,850000,50000,Diesel
Honda,Honda City GXi,2006,160000,100000,Petrol
Maruti,Maruti Ertiga VDI,2015,650000,70000,Diesel
Hyundai,Hyundai i20 1.2,2012,300000,120000,Petrol
Hyundai,Hyundai i10 Sportz,2011,295000,90000,Petrol
Toyota,Toyota Fortuner 4x2,2015,1950000,120000,Diesel
Hyundai,Hyundai Verna 1.6,2011,450000,80000,Diesel
Hyundai,Hyundai i20 Asta,2013,450000,110000,Petrol
Maruti,Maruti Ertiga ZXI,2019,913000,40000,Petrol
Skoda,Skoda Octavia 2.0,2017,2095000,35700,Diesel
Maruti,Maruti Baleno Delta,2021,680000,35000,Petrol
Hyundai,Hyundai Creta 1.6,2016,751000,43000,Petrol
Hyundai,Hyundai Grand i10,2018,520000,30000,Petrol
Hyundai,Hyundai i20 Diesel,2018,765000,68000,Diesel
Hyundai,Hyundai Accent Executive,2009,120000,90000,Petrol
Maruti,Maruti Ertiga ZDI,2012,509999,120000,Diesel
Ford,Ford Ikon 1.3,2007,100000,50000,Petrol
Maruti,Maruti Wagon R,2017,465000,38800,Petrol
Maruti,Maruti Wagon R,2007,130000,110000,Petrol
Maruti,Maruti Alto 800,2019,434999,20439,Petrol
Ford,Ford Ikon 1.3,2006,130000,110000,Petrol
Chevrolet,Chevrolet Aveo 1.4,2007,160000,120000,Petrol
Honda,Honda Civic 1.8,2006,300000,110000,Petrol
Maruti,Maruti Swift Dzire,2018,650000,80000,Diesel
Tata,Tata Tiago 1.2,2017,450000,60000,Petrol
Nissan,Nissan Magnite Turbo,2021,900000,20000,Petrol
Audi,Audi A4 New,2011,750000,70000,Diesel
Maruti,Maruti Wagon R,2018,430000,50000,Petrol
Tata,Tata Indigo LS,2008,130000,200000,Diesel
Toyota,Toyota Corolla AE,2003,170000,120000,Petrol
Maruti,Maruti Zen Estilo,2007,120000,80000,Petrol
Chevrolet,Chevrolet Spark 1.0,2012,130000,50000,Petrol
Hyundai,Hyundai Grand i10,2019,600000,15000,Petrol
Hyundai,Hyundai EON 1.0,2014,295000,52552,Petrol
Hyundai,Hyundai Grand i10,2015,560000,63565,Diesel
Mahindra,Mahindra Scorpio S10,2015,1120000,154659,Diesel
Mahindra,Mahindra XUV300 W6,2020,1050000,27850,Diesel
Skoda,Skoda Rapid 1.6,2018,880000,50000,Petrol
Jeep,Jeep Compass 2.0,2017,1689999,37000,Diesel
Hyundai,Hyundai Verna 1.6,2011,430000,96384,Petrol
Hyundai,Hyundai i20 1.2,2011,390000,66070,Petrol
Mahindra,Mahindra Bolero ZLX,2013,500000,77500,Diesel
Hyundai,Hyundai Verna VTVT,2017,830000,76504,Petrol
Honda,Honda Mobilio V,2014,615000,75763,Petrol
Honda,Honda City E,2012,515000,58028,Petrol
Maruti,Maruti Wagon R,2015,430000,96909,Petrol
Hyundai,Hyundai EON Magna,2017,380000,49229,Petrol
Maruti,Maruti Swift VVT,2014,490000,82113,Petrol
Maruti,Maruti Ciaz Delta,2019,803999,50140,Diesel
Maruti,Maruti Wagon R,2014,310000,89034,Petrol
Hyundai,Hyundai Grand i10,2014,362000,141692,Petrol
Hyundai,Hyundai Grand i10,2017,475000,90000,Diesel
Honda,Honda WR-V i-DTEC,2018,832000,76407,Diesel
Maruti,Maruti Wagon R,2012,245000,103535,Cng
Nissan,Nissan Magnite XV,2021,831000,10048,Petrol
Toyota,Toyota Innova 2.5,2013,784000,193707,Diesel
Renault,Renault KWID 1.0,2018,318000,20987,Petrol
Maruti,Maruti Baleno Delta,2018,690000,77000,Diesel
Maruti,Maruti Swift Dzire,2017,780000,88000,Diesel
Toyota,Toyota Innova Crysta,2016,1770000,119000,Diesel
Maruti,Maruti Alto K10,2013,280000,56000,Petrol
Honda,Honda City GXi,2006,220000,86000,Petrol
Maruti,Maruti Alto 800,2014,260000,68000,Petrol
Hyundai,Hyundai Santro Xing,2014,280000,76000,LPG
Skoda,Skoda Rapid 1.6,2016,505000,70354,Petrol
Maruti,Maruti Wagon R,2009,210000,117000,Petrol
Maruti,Maruti Vitara Brezza,2019,980000,65000,Diesel
Hyundai,Hyundai Xcent 1.2,2017,549000,46865,Petrol
Maruti,Maruti Swift Dzire,2015,542000,77932,Diesel
Hyundai,Hyundai Verna Transform,2010,256000,118215,Diesel
Kia,Kia Seltos HTX,2020,1630999,45873,Diesel
Maruti,Maruti Eeco 5,2014,256000,115596,Petrol
Hyundai,Hyundai Accent GLE,2007,131000,69218,Petrol
Hyundai,Hyundai Venue SX,2020,1191000,26192,Petrol
Ford,Ford Ecosport 1.5,2014,484000,90992,Diesel
Volkswagen,Volkswagen Polo 1.2,2014,425000,42322,Petrol
Hyundai,Hyundai Grand i10,2019,581000,20064,Petrol
Hyundai,Hyundai i10 Magna,2013,281000,37418,LPG
Ford,Ford Ecosport 1.5,2017,716000,86102,Diesel
Maruti,Maruti Wagon R,2008,110000,105192,LPG
Hyundai,Hyundai i10 Sportz,2014,334000,46895,Petrol
Honda,Honda City 1.5,2009,290000,94135,Petrol
Land,Land Rover Range,2020,5052000,19150,Diesel
Honda,Honda Amaze VX,2021,788000,22803,Petrol
Maruti,Maruti Vitara Brezza,2020,941000,35864,Petrol
Skoda,Skoda Rapid 1.5,2015,585000,48007,Diesel
Hyundai,Hyundai i20 Asta,2016,596000,98057,Diesel
Maruti,Maruti Swift VXI,2018,530000,17222,Petrol
Honda,Honda City S,2012,401000,77960,Petrol
Maruti,Maruti Ertiga VDI,2015,566000,105812,Diesel
Hyundai,Hyundai Grand i10,2017,501999,47180,Petrol
Maruti,Maruti Swift VDI,2010,250000,91865,Diesel
Hyundai,Hyundai Santro Xing,2008,121000,121761,Petrol
Maruti,Maruti Celerio ZXI,2015,393000,44540,Petrol
Hyundai,Hyundai EON Era,2018,338000,27713,Petrol
BMW,BMW X1 sDrive20d,2013,1345000,83354,Diesel
Maruti,Maruti Vitara Brezza,2017,630000,118587,Diesel
Renault,Renault Lodgy 110PS,2016,612000,72318,Diesel
Tata,Tata Indigo eGLX,2010,150000,88579,Petrol
Toyota,Toyota Corolla Altis,2016,1143000,69509,Petrol
Volkswagen,Volkswagen Vento 1.2,2017,737000,68012,Petrol
Maruti,Maruti Swift Dzire,2017,775000,71250,Diesel
Maruti,Maruti Swift Dzire,2017,646000,76268,Diesel
Toyota,Toyota Fortuner 3.0,2011,1052000,118649,Diesel
Volkswagen,Volkswagen Polo GT,2021,884000,19319,Petrol
Hyundai,Hyundai i20 1.2,2018,755000,69826,Petrol
Hyundai,Hyundai i10 Magna,2008,235000,43274,Petrol
Hyundai,Hyundai i10 Magna,2013,289000,45950,Petrol
Chevrolet,Chevrolet Cruze LTZ,2016,897000,91649,Diesel
Hyundai,Hyundai i10 Magna,2011,295000,56936,Petrol
MG,MG Hector Plus,2021,1795000,9000,Diesel
Jeep,Jeep Compass 2.0,2017,1352000,120422,Diesel
Tata,Tata Bolt Quadrajet,2016,315000,133659,Diesel
Ford,Ford Fiesta 1.4,2010,225000,80295,Diesel
Hyundai,Hyundai Grand i10,2016,483000,55259,Diesel
Maruti,Maruti Celerio X,2019,377000,54996,Petrol
Tata,Tata Nexon XZ,2021,1043000,30903,Diesel
Chevrolet,Chevrolet Beat Diesel,2011,166000,77385,Diesel
Honda,Honda City ZX,2019,390000,38733,Petrol
Maruti,Maruti Wagon R,2013,272000,51242,Petrol
Hyundai,Hyundai i20 1.4,2018,683000,79385,Diesel
Maruti,Maruti Baleno 1.3,2018,668000,57304,Diesel
Toyota,Toyota Corolla Altis,2013,420000,106188,Petrol
Renault,Renault Triber RXT,2020,586000,57778,Petrol
Jeep,Jeep Compass 2.0,2017,1250000,64011,Diesel
Hyundai,Hyundai Grand i10,2013,360000,35315,Petrol
Hyundai,Hyundai i20 Active,2016,496000,15000,Petrol
